communication bandwidth auctioned for lower than market value.A. Raja and M. K. Kanimozhi have been inTihar Jail for 15 months and 5 months respectively.They have been charge framed,spam
I'm sorry. I've joined the league of people that dont keep in touch,ham
"Arms Dealers Abhishek Verma and Ravi Shankaran compromised senior defense officials working in the Navy War Room located inside Prime Minister's Secretariat in India & obtained sensitive data pertaining to military purchases & ongoing defence acquisitions for securing lucrative multibillion-dollar contracts relating toScorpene Submarines deal of the Indian Navy worth US$6 billion.[35] Ravi Shakaran fled to United Kingdom in 2006. Red corner Interpol notice was issued for him.[36] Even after 8 years of arduous legal battle in UK Courts, Indian Govt failed in his extradition.[37] Abhishek Verma was granted bail in this case in 2008 by Delhi High Court.[38]",spam
did you hear the person's story?,ham
Food which the government purchased to give to the poor was instead sold on the open market[,spam
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,ham
Haryana Teachers' recruitment scam- Ex Haryana CM Om Prakash Chautala (Indian National Lok Dal) and his son Ajay Singh Chautala (Indian National Lok Dal) have been convicted for 10 years in teacher recruitment scam[,spam
is the hamster dead? I will meet you tomorrow at 1pm,ham
"Bihar fodder scam ? ?9.5 billion (US$140 million)- Bihar ex CMs Lalu Prasad Yadav (Rashtriya Janata Dal), Jagannath Mishra (ex-Indian National Congress) and Lok Sabha MP Jagdish Sharma (Janata Dal (United)) have been convicted in fodder scam. Lalu Prasad Yadav and Jagdish Sharma have also been disqualified from the parliament for corruption",spam
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,ham
MBBS seats scam- Rajya Sabha MP Rasheed Masood (ex-Indian National Congress) is convicted for 4 years in MBBS seats scam. He is also disqualified from the parliament for corruption.,spam
Have you got Xmas radio times. If not i will get it now,ham
Disproportionate asset case- MLA Babanrao Gholap (Shiv Sena)- Gholap and his wife convicted for 3 years and he is disqualified from Maharashtra assembly for corruption,spam
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,ham
Cremation shed scam- Rajya Sabha MP T. M. Selvaganapathy (All India Anna Dravida Munnetra Kazhagam) convicted for 2 years and disqualified from the parliament for corruption,spam
Finally a matching towards your prediction,ham
Power theft scandal-MLA Suresh Halwankar (Bharatiya Janata Party) and his brother Mahadev were sentenced to three years' imprisonment in a power theft case. Suresh Halwankar is disqualified from Maharashtra assembly for corruption,spam
Would really appreciate if you call me. Just need someone to talk to.,ham
Jalgaon housing scam-Former Maharashtra Housing Minister and Shiv Sena MLA Suresh Jain has been jailed since last 27 months,spam
I wish i could meet you right now at the stadium,ham
The Fodder Scam was a corruption scandal that involved the embezzlement of about ₹9.4 billion from the government treasury of the eastern Indian state of Bihar.,fraud
"As of May 2013, the trial has completed in 44 cases out of a total of 53 cases.More than 500 accused have been convicted and awarded punishments by various courts.",fraud
"Among those implicated in the theft and arrested were then Chief Minister of Bihar, Lalu Prasad Yadav, as well as former Chief Minister, Jagannath Mishra.",fraud
The scandal led to the end of Lalu's reign as Chief Minister. There is also allegation on Shivanand Tiwari of receiving 1 crore and 60 lakh Rupees respectively from S.N. Sinha.,fraud
"The theft spanned for many years, and allegedly involved numerous Bihar state's administrative and elected officials across multiple administrations of the Indian National Congress and the Janata Dal parties. ",fraud
"The corruption scheme involved the fabrication of ""vast herds of fictitious livestock"" for which fodder, medicines and animal husbandry equipment was supposedly procured.",fraud
"Although the scandal broke in 1996, the theft had been in progress, and increased in size, for over two decades.",fraud
" Besides the magnitude and duration of the theft, the scam was and continues to be covered in Indian media due to the extensive nexus between tenured bureaucrats, elected politicians and businesspeople that it revealed, and as an example of the mafia raj that has penetrated several state-run economic sectors in the country.",fraud
"Since it broke into public light, the fodder scam has become symbolic of bureaucratic corruption and the criminalisation of politics in India generally, and in Bihar in particular.",fraud
" It has been called a symptom of the ""deep and chronic malady afflicting the Bihar government and quite a few other state governments as well.""",fraud
" In the Indian parliament, it was cited as an important indicator of the deep inroads made by mafia raj in the politics and economics of the country.",fraud
"Reference has also been made to the anarchic nature of governance (the ""withering away of the state"") that occurs when a mafia develops in a state-controlled sector of the economy.",fraud
"A technical support scam (often abbreviated tech support scam) refers to class of telephone fraud activities, in which a scammer claims to offer a legitimate technical support service, often via cold calls to unsuspecting users.",fraud
" Such cold calls are mostly targeted at Microsoft Windows users, with the caller often claiming to represent a Microsoft technical support department.",fraud
"In English-speaking countries such as the United States, United Kingdom and Australia, such cold call scams have occurred as early as 2008 and primarily originate from call centers in India.",fraud
Technical support scams typically rely on social engineering.,fraud
" Remote desktop software is used to connect to the victim's computer, and the scammer then uses a variety of confidence tricks that employ various Windows components and utilities (such as the Event Viewer), third-party utilities (such as rogue security software), and other tasks to make the victim believe that the computer has issues that need to be fixed, before proceeding for the victim to pay for ""support"".",fraud
"These tricks are meant to target victims who may be unfamiliar with the actual uses of these tools, such as inexperienced users and senior citizens—especially when the scam is initiated by a cold call.",fraud
"They then coax the victim into paying for their services or the software designed to ""repair"" their computer, and in turn, gain access to the victim's credit card information, which can be used to make additional fraudulent charges. ",fraud
"Afterwards, the scammer may also claim that the victim is eligible for a refund, and request the user's bank account information—which is instead used to steal more money from the victim, rather than providing the promised refund.",fraud
"In an investigation conducted by Symantec employee Orla Cox, it was revealed that after Cox paid for the fee for the scammer to remove the nonexistent ""malware"" infections, the scammers would then merely clear the log in the Event Viewer and disable Windows' event logging feature.",fraud
" This merely means that errors would no longer appear in the Event Viewer, i.e. had malware actually existed on Cox's computer, it would remain intact.",fraud
"The great majority of the complaints and discussion about ""companies"" that cold-call and offer ""technical support"" report them as being not merely incompetent or ineffective, but actively dishonest, doggedly trying to convince the victim of non-existent problems by trickery, and when possible damaging a computer they gain access to.",fraud
"Computer support companies advertise on search engines like Google and Bing, but some are heavily criticised, sometimes for practices similar to the cold callers. ",fraud
"One example is the India-based company iYogi, which has been reported by InfoWorld to use scare tactics and install undesirable software. In December 2015, the state of Washington sued iYogi's US operations for scamming consumers and making false claims in order to scare the users into buying their diagnostic software",fraud
".iYogi, which was required to respond formally by the end of March 2016,said before its response that the lawsuit filed was without merit. ",fraud
"In September 2011, Microsoft dropped Comantra, a Gold Partner, from their Microsoft Partner Network because of accusations of being involved in cold-call technical support scams.",fraud
"In December 2014, Microsoft filed a lawsuit against a California-based company operating such scams for ""misusing Microsoft's name and trademarks"" and ""creating security issues for victims by gaining access to their computers and installing malicious software, including a password grabber that could provide access to personal and financial information.""",fraud
"In an effort to protect consumers, Microsoft-owned advertising network Bing Ads (which services ad sales on Bing and Yahoo! Search engines) amended its terms of service in May 2016 to prohibit the advertising of third-party technical support services or ads claiming to ""provide a service that can only be provided by the actual owner of the products or service advertised"".",fraud
"""We are obviously shocked by the contents of the letter. The senior leaders of Satyam stand united in their commitment to customers, associates, suppliers and all shareholders. We have gathered together at Hyderabad to strategize the way forward in light of this startling revelation.""",fraud
Telemarketing fraud is fraudulent selling conducted over the telephone. The term is also used for telephone fraud not involving selling.,fraud
"This allows criminals to commit identity theft, assuming the identity of a consumer to make unauthorized purchases.",fraud
"Telemarketing scammers communicate with potential victim by telephone. They pitch products or services in order to persuade consumers to make a purchase, getting the victim to hand over credit card details and other information. ",fraud
Telemarketing fraud is one of the most persuasive deceptions identified by the Federal Trade Commission (FTC).,fraud
"Telemarketing fraud often involves some sort of victim compliance: the victim may initiate contact with the perpetrator, or they may voluntarily provide private information to the offender. Thus fraud victims may experience feelings of shame and embarrassment that could prevent them from reporting their victimization.",fraud
Older people are disproportionately targeted by fraudulent telemarketers and make up an estimated 80% of victims affected by telemarketing scams. ,fraud
"Older people may be targeted because scammers assume they are more trusting, are too polite to hang up, or have a nest egg.",fraud
"Advance fee fraud – They will typically require upfront payments in exchange for goods and services. This is also a popular technique used in lottery and student scholarships scams. Once you have provided your personal information, the fraudsters will ask you to pay various fees – for example: taxes, legal fees, banking fees, etc. – so that they can release your non-existent winnings.",fraud
"Pyramid Schemes – Work by recruiting “members” to invest into a scheme. Most of the money is made by recruiting new members and a prime characteristic of the scam is the product is of little value. The people at the bottom of the pyramid pay the people at the top. Inevitably they will run out of new recruits and the scheme will collapse.Some individuals may profit from pyramid schemes, but the vast majority of those who join later on in the scheme will not.",fraud
"Credit Card Fraud – Fraudsters will call with promises to repair their credit ratings, provide credit options or credit facilities, credit cards with zero or very low interest, or instant and unlimited loans without credit checks or security. Such offers, if followed up, tend to come at a considerable cost to victims in terms of high interest rates or exorbitant fees. It is common for scammers to target people who have bad credit and are therefore more susceptible to take the offer in hopes to pay off debts or to increase their credit rating.
",fraud
"Overpayment fraud - One of the most popular scams making the rounds. A generous overpayment is made to the victim typically using a fake cheque. This can vary in goods but is popular among online auctions or classifieds. But before the cheque has been cleared by a bank and the victim discovers that the cheque has bounced, the scammer will request to have the difference refunded. Usually through an online banking transfer, pre-loaded money card, or a wire transfer such as Western Union. Therefore, victims lose both the money they send along with the item itself .
",fraud
"Charity Fraud – Telemarketers claiming to represent charities call asking you for a donation. Fake charities try to take advantage of people’s generosity and compassion for others in need. Scammers will steal the money by posing as a genuine charity They may even try to use recent events, such as natural disasters, to make their phony pleas for donations sound more believable.These scammers use aggressive high pressure techniques made to make the victim feel guilty or selfish if they do not want to donate.
",fraud
"Cramming – Small charges that are secretly inserted into customer’s credit card bills for services they did not order, buried so deep in credit card bills that many do not notice,usually with fake fees by vague financial services. Sometimes a one-time charge for entertainment services will be crammed onto phone bills. Other times it may be a recurring monthly charge. Cramming of recurring charges falls into two general categories: club memberships, such as psychic clubs, personal clubs, or travel clubs; and telecommunications products or service programs, such as voice mail, paging, and calling cards.
",fraud
"Summer Jobs Fraud – Much like an advance fee fraud, these scams are aimed at teenagers or young adults looking for work over the summer period. Telemarketers seek out the victims by scanning student job searches. The telemarketer will then claim the victim has been singled out and specially selected to be hired for a particular job. But before they can start work they are told to have to pay various fees to cover training, materials and insurance. When they eventually realize the job is a scam, it is already too late, they have lost the money they paid for in fees as well as the time it would take to find a new job.
",fraud
"Office supply scam – A very common scam where a telemarketer will target business managers responsible for purchasing office supplies, falsely representing their identity and the cost of office supplies – the most popular being toner.The caller might mislead a company’s employees into thinking that an order for office supplies has already been placed, either by an existing or former colleague, and that they are calling to chase up a signature for the order form to help them keep complete records. The company is then invoiced for unwanted, and overpriced, stationery and office supplies.
",fraud
"Magazine Subscriptions Scam - Scammers call victims with an intriguing offer and that for a small payment they can get a yearly subscription to their favorite magazine, even though they have no affiliation with the magazine's publisher. When victims agree, the scammers will send random magazines with grossly inflated prices. Another way they extract money is by falsely telling callers it is time to renew their magazine subscriptions in an attempt to get their credit or bank account information.",fraud
"Caller ID spoofing - Allows the caller to present any number they want to put up on the screen including existing numbers while keeping the real number they call from to remain private. Caller I.D. spoofing is a low cost option to help ensure anonymity.The same devices can also change voices to sound like a male or female.
",fraud
"Robo calls - Technology has made it cheap and easy for robo callers to make calls from anywhere in the world.[20] Most of these calls originate overseas, many in boiler rooms in India, and they are surprisingly effective.Robocalls have been used for legitimate campaigning and public opinion polling, but have also been used for vote suppression, false endorsements, and negative campaigning that borders on fraud. The federal regulatory regime currently excludes political robocalls from most telemarketing regulations. Presidential campaigns and national interest groups have accidentally violated state laws in trying to communicate with voters by using robocalls.
",fraud
"Crawler devices - The majority of fraudulent calls originate from Nigerian phone scammers, who claim a whopping $12.7 billion a year off phone scams.Some callers have to make up to 1000 calls per day. So to help with speeding things up they will sometimes use crawler devices which are computerized to go through every area code calling each and every number. If the caller does not reach, they mark the lead as ""no answer"" and the system change's it so they get called again a few days later. If the company does not have a large lead pool, they may get called as soon as 12 hours later. As with email spammers, they know that a certain proportion of their hits will score.
",fraud
"False Identity – Fraudulent Telemarketers use aliases to cover their tracks and prevent detection from the law. Some fraudulent telemarketers are deliberately located in other countries, as it is more difficult for law enforcement agencies to pursue them. Typically, scammers will use common western names in a bid to reassure callers they are calling from the same country",fraud
"Every year consumers lose billion of dollars due to fraudulent telemarketers, according to data from the ‘National Fraud Information Centre (NFIC)’ (“Congress acts on telemarketing fraud,” 1994).
",N/F
"To avoid becoming a victim of telemarketing fraud, an individual should not give out personal information such as credit card or bank account details or social security numbers over the telephone. If consumers are interested in a caller’s product or service, they should request more information be sent in the mail..",N/F
"This scam is most often tried on visitors arriving at Delhi airport who attempt to take a pre-paid taxi their hotel. During the journey, the driver will say that he doesn’t know where your hotel is (or that it’s full, or doesn’t exist) and offer to take you to another hotel, or a travel agent who can find you a hotel.

",fraud
"Many people end up falling for this scam as they’re tired from their flight and overwhelmed by the onslaught of India for the first time. Make sure you insist on being taken to the hotel that you planned to stay in. In addition, in Delhi don’t give the pre-paid taxi voucher to the driver until he does so. The driver requires this voucher in order to receive his payment from the taxi office for the trip. ",fraud
"This is a common scam that you are likely to experience all over India, but most often around tourist destinations in major cities.",fraud
" In Delhi, travelers looking for the International Tourist Bureau/Passenger Reservation Center at New Delhi Railway Station are often told that it's closed or has moved. ",fraud
"They are then taken to a travel agent to make their booking. At New Delhi Railway Station you may also be told that your train has been cancelled, and you will need to take a car or a different train to your destination.
",fraud
Other variations of this scam will be encountered when you attempt to visit shops and tourist attractions that are apparently “closed”.,fraud
" In each case, an offer will be forthcoming to take you to an alternative and sometimes even “better” place. You should ignore these people and continue to proceed to wherever you wanted to go. ",fraud
"As I’m sure you’re well aware by now, Samsung was forced to issue a global recall of the Galaxy Note 7 last week following reports that some handsets were randomly bursting into flames while on charge.",N/F
This put Samsung in a rather tricky situation. It could either replace all 2.5 million units that had already been produced — including unsold stock — or simply recollect them and issue owners a full refund. The firm decided to leave it up to customers to choose which option they’d prefer.,N/F
 It’s believed that the South Korean company will take a $1 billion hit as a result of the recall. ,N/F
"This number only represents the amount of money that Samsung could lose during the process of recollecting, repairing and redistributing the devices.",N/F
 It doesn’t take into account the decline in profit that it may experience from customers who request a refund and take their business elsewhere.,N/F
"That said, if a recent report citing several industry insiders is anything to go by, it would appear that the amount of Galaxy Note 7 owners who opted for a refund instead of a replacement is small.",N/F
" If more people decided to switch to a competitor, the effect could have been catastrophic for Samsung’s business.",N/F
NEW DELHI: IT ministry's reported plan to rope in private companies like Microsoft and IBM for providing cloud computing services to government departments has come under flak from cybersecurity experts. ,N/F
"""I think by using cloud services of foreign companies like Microsoft and IBM , IT ministry has decided to throw all Data and National Security concerns into a dustbin. ",N/F
"What has happened to the National Cloud Project of government? We appeal the Prime Minister to intervene and stop this else this will send a wrong message,"" Indian Infosec Consortium (IIC) CEO Jiten Jain said. ",N/F
"IIC is India's cybersecurity group which has around 4,000 members.",N/F
"""If the world's software super power (India) does not have the capacity to even build its own Indigenous cloud infrastructure then where is 'Make in India',"" Jain said.",N/F
"IT and law minister Ravi Shankar Prasad tweeted a news report that suggested that private companies such as Microsoft, IBM and others may be roped in by the IT ministry to provide cloud services to government departments.",N/F
"Though there was no official announcement of the reported proposal, no immediate comment could be obtained from the IT ministry over the same.",N/F
The previous UPA government had launched the National Cloud project which would be managed by its own agency NIC.,N/F
"""The purpose of the project MehgRaj was to basically to keep data of government managed projects within its control for security reasons and also to help government departments in reducing their time, capital and operational expenditure in implementing e-governance services,"" an official involved in the project MehgRaj said. ",N/F
"Government has earmarked over Rs 1,000 crore for Meghraj under which the Department of Electronics and IT will have to set up datacentres and develop IT applications for all central and state government departments to roll out e-governance services. ",N/F
The threat from Reliance Jio is not that significant and Bharti and Idea can still send the cash registers ringing. ,N/F
That's what some of the analysts on Dalal Street are saying.,N/F
The disruption due to Jio's data strategy sent shares of incumbents Bharti Airtel and Idea Cellular tumbling by up to 11 per cent this past week. ,N/F
"As you can see, these portions of our lessons are dedicated to school. ",N/F
" There are many things to learn here, so we are going to spend numerous lessons on school.  But don't worry; only a couple will be geared towards classes. ",N/F
" The rest will be about night life, partying, and having a good time. ",N/F
" Before we start learning about topics such as classes and examinations, let's learn some general university phrases.

",N/F
The first type of speaking you will have to do is when you meet new people. ,N/F
" During this time, you can engage in idle small talk. ",N/F
" Since you have learned small talk, feel free to use your new skills.  On top of that, let's learn some new phrases that will help you.",N/F
Many of the answer to these questions are general things you should already know.  ,N/F
"But it never hurts to review again, so let's go over how we can answer some of these questions.",N/F
One of the great things about college is the parties.,N/F
"  However, it could be boring and dull for others.",N/F
"  I'm not saying it's fun for everyone.  But if you like to drink, have fun with a lot of different people, it might just be your thing.

",N/F
"First, I'll explain the various parties you can attend.  There are fraternity and sorority parties, parties at a friend's house, parties at clubs or bars, night clubs, and so on.  That is what we will discuss here.  We will have other sessions on different types of parties, but since we are on the college track right now, I will dedicate this session to partying while in school.
",N/F
"Usually, fraternity or a sorority party has a lot of drinking, a lot of people, and a lot of music.  At the party, you usually mingle and meet a lot of people.  Some people go to the parties to have sex.  These can occur at many parties because there are a lot of rooms in the fraternity and sorority houses.  ",N/F
But don't think this is all fun and games.  There are some people who thinks these types of parties are boring.  ,N/F
"For the people who do not like to talk to strangers, it can really be boring.  ",N/F
They will end up in a corner by themselves and have a beer or two and then go home.  ,N/F
"It basically depends on what type of atmosphere you like.If you like this type of partying, the first thing you need to do is find the party.",N/F
"""There's a party this weekend at the Kappa Sorority house.  I think we can sneak in.  Wanna go?""",N/F
"""There's a bunch of us going to the Last Supper Club in downtown.  If you're not doing anything, you should join us.""",N/F
"""A friend of mine is having a party at a huge house.  It's going to be a blast.  Let's go man.""",N/F
"""There's going to be a kegger at my fraternity.  You're welcome to come."" ",N/F
This question is a little better than asking about the last three positions. ,N/F
 It is more direct and focuses on getting more information about the last position. ,N/F
" You might not get this question with so much detail.  It might just be, ""Tell me about your last position.""  ",N/F
But you can use the other questions as a guide when answering this question.  ,N/F
"You should mention what you did, how you did it, how you work in a team, what you learned, how well you did your job, etc.",N/F
"""I was a staff auditor for a small accounting firm.  I performed audits for small to medium size businesses.  This involved meeting the clients and retrieving data required to complete the audit.  I worked closely with my supervisor that presented my findings of the audit to the clients.""",N/F
"""I worked for a large insurance company as an agent.  I made sales to new customers and provided customer service to existing customers.  I worked with three other people in my group and we helped each other by sharing ideas and experiences.""
",N/F
"""I was a program manager for a manufacturing company.  I was in charge of cost analysis concerning different quantities of manufacturing.  I also worked on planning the procedure for the next deliverables.""",N/F
I wish i could get a burger to eat right now.,N/F
"hello sir, you have won a prize of $ 1 million, please give us your credit card number to claim it",fraud
accenture iafc IBM Bluemix Watson anshuman Saumo Siddhant Parth ,N/F
"Good morning this is State Bank Of India, do you want a new credit card?",N/F
"You need to update your software immediately, go to the above mentioned link to get it for free.",fraud
ICICI offers a new scheme to save more by investing more,N/F
Invest Rs20000 and get double the amount as interest in 4 months,fraud
RBI guarantees security of money and ensures growth of the country,N/F
we assure you 200% money returns on investment of Rs 100000,fraud
Buy this new Samsung product with an EMI of Rs1500/month,N/F
No legal documents required to make a SIM card if you give us some incentive.,fraud
"You have won a lottery of $100000 on an exclusive lucky draw, enter credentials to get amount transferred to your account.",fraud
"You wona competition based on your happiness index, give us your bank account details to get the gift",fraud
"We are a new company which aims at doubling the returns on your investment, so please give us your email ID and Debit Card number.",fraud
"This is a welfare scheme by the Government of India, please enter your credentials to avail the service",N/F
Transfer payment scheme has been amended to increase the pension amount and give more subsidies,N/F
Hopsitals to give greater subsidies to patients with Medical Insurance less than Rs80000 per annum,N/F
you should always pay the actual amount of tax on your income every year.,N/F
For our business of Cashew nuts and its associated products we are searching for angel investors. Leave us your credentials to join us.,fraud
We are a private company which exports and imports coal to generate revenue. If you invest in our business we guarantee double returns in 2 months,fraud
"hi, do you need a driver's licence without submission of associated documents? Contact us to get one with some extra pay.",fraud
"Hi, invest in our company to become a millionaire in 6 months!!! Minimum of Rs 50000, is to be given and credentials to be entered",N/F
Be aware of spam mails. Click on the link above to get rid of all fraud mails and spams,fraud
"From the ministry, Do not respond to spam mails and SMSs. Upon clicking on them, you might become a victim of fraud case.",N/F
Warning! Do not click on spam links and broken links. You will fall prey to click bait and virus might affect your machine.,N/F
"Refer to Indian Penal Code and The Lokpal and Lokayuktas Act, 2013 to save yourself from fraud.",N/F
"No need to pay anyone else, pay us for our free services and get returns in two weeks.",fraud
"The Prevention of Corruption Act, 1988 helps save yourself from fraud and corruption.",N/F
"To save yourself from cases of corruption , join us",N/F
Are you out of money? Facing bankruptcy? Avail our scheme to be richer in 2 months.,fraud
No need to stay poor anymore. Earn more by investing less. Trust us. Enter Debit card details,fraud
Stay humble.Do not go after money. Do not take too many risks.,N/F
The courts and institutes of financial assistance are always there to help you.Do not go after ponzi schemes.,N/F
"You think you are paid less? Do you deserve more? Yes, then invest in our enterprise to earn Rs 1000000 in 1 year.",fraud
Get admission in our new college with an extra donation of Rs 100000 and become a great engineer.,fraud
Coursera offers free online courses and videos for your guidance on various subjects and makes you more knowlwdgeable.,N/F
Not getting admission in any college? Join our institution with an additional payments of $1 million,fraud
"India Against Corruption was a popular movement active during 2011-12 that received much media attention. Among its prominent public faces were Arvind Kejriwal, Kiran Bedi and Anna Hazare. Kejriwal went on to form the Aam Aadmi Party and Hazare established Jan Tantra Morcha",N/F
Did you pay a bribe? Take steps to fight it.,N/F
"corruption is caused by excessive regulations and authorisation requirements, complicated taxes and licensing systems, mandated spending programmes, lack of competitive free markets, monopoly of certain goods and service providers by government controlled institutions, bureaucracy, lack of penalties for corruption of public officials, and lack of transparent laws and processes.",N/F
Have you done a crime? Want to save yourself from legal actions? Hire us with a price to pay.,fraud
"If a consumer receives a phone call from a telemarketer offering a service or product that sounds too good to be true, it is likely to be a scam and the victim should hang up immediately. If the call comes at unusual times, either too late or too early in the day or night, or if the caller fails to pinpoint the origin of the call, there is a high chance the caller is a scammer. Telemarketers commonly attempt to rush victim's purchasing decisions, so if individuals feel they are being pressured into making a decision immediately, they should hang up (“Telemarketing Fraud,” 1996).",N/F
